date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-05-08,delhi,Colocasia,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-08,delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-08,delhi,Corn,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-08,delhi,Cucumber,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-08,delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-08,delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-08,delhi,Drumsticks,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-08,delhi,Brinjal,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-08,delhi,Brinjal (Big),26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-08,delhi,Elephant Yam,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-08,delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-08,delhi,French Beans,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-08,delhi,Garlic,169,194 - 215,203 - 279,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-08,delhi,Ginger,117,135 - 149,140 - 193,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-08,delhi,Onion Green,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-08,delhi,Green Peas,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-08,delhi,Ivy Gourd,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-08,delhi,Lemon (Lime),72,83 - 91,86 - 119,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-08,delhi,Mango Raw,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-08,delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-08,delhi,Mushroom,88,101 - 112,106 - 145,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-08,delhi,Mustard Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-08,delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-08,delhi,Pumpkin,20,23 - 25,24 - 33,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-08,delhi,Radish,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-08,delhi,Ridge Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-08,delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-08,delhi,Snake Gourd,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-08,delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-08,delhi,Spinach,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-08,delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-09,delhi,Onion Big,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-09,delhi,Onion Small,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-09,delhi,Tomato,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-09,delhi,Green Chilli,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-09,delhi,Beetroot,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-09,delhi,Potato,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-09,delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-09,delhi,Amaranth Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-09,delhi,Amla,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-09,delhi,Ash gourd,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-09,delhi,Baby Corn,63,72 - 80,76 - 104,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-09,delhi,Banana Flower,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-09,delhi,Capsicum,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-09,delhi,Bitter Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-09,delhi,Bottle Gourd,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-09,delhi,Butter Beans,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-09,delhi,Broad Beans,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-09,delhi,Cabbage,19,22 - 24,23 - 31,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-09,delhi,Carrot,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-09,delhi,Cauliflower,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-09,delhi,Cluster beans,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-09,delhi,Coconut,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-09,delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-09,delhi,Colocasia,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-09,delhi,Coriander Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-09,delhi,Corn,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-09,delhi,Cucumber,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-09,delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-09,delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-09,delhi,Drumsticks,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-09,delhi,Brinjal,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-09,delhi,Brinjal (Big),23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-09,delhi,Elephant Yam,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-09,delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-09,delhi,French Beans,47,54 - 60,56 - 78,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-09,delhi,Garlic,156,179 - 198,187 - 257,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-09,delhi,Ginger,103,118 - 131,124 - 170,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-09,delhi,Onion Green,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-09,delhi,Green Peas,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-09,delhi,Ivy Gourd,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-09,delhi,Lemon (Lime),64,74 - 81,77 - 106,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-09,delhi,Mango Raw,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-09,delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-09,delhi,Mushroom,77,89 - 98,92 - 127,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-09,delhi,Mustard Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-09,delhi,Ladies Finger,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-09,delhi,Pumpkin,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-09,delhi,Radish,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-09,delhi,Ridge Gourd,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-09,delhi,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-09,delhi,Snake Gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-09,delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-09,delhi,Spinach,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-09,delhi,Sweet Potato,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-10,delhi,Onion Big,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-10,delhi,Onion Small,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-10,delhi,Tomato,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-10,delhi,Green Chilli,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-10,delhi,Beetroot,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-10,delhi,Potato,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-10,delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-10,delhi,Amaranth Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-10,delhi,Amla,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-10,delhi,Ash gourd,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-10,delhi,Baby Corn,63,72 - 80,76 - 104,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-10,delhi,Banana Flower,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-10,delhi,Capsicum,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-10,delhi,Bitter Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-10,delhi,Bottle Gourd,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-10,delhi,Butter Beans,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-10,delhi,Broad Beans,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-10,delhi,Cabbage,19,22 - 24,23 - 31,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-10,delhi,Carrot,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-10,delhi,Cauliflower,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-10,delhi,Cluster beans,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-10,delhi,Coconut,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-10,delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-10,delhi,Colocasia,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-10,delhi,Coriander Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-10,delhi,Corn,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-10,delhi,Cucumber,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-10,delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-10,delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-10,delhi,Drumsticks,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-10,delhi,Brinjal,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-10,delhi,Brinjal (Big),23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-10,delhi,Elephant Yam,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-10,delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-10,delhi,French Beans,47,54 - 60,56 - 78,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-10,delhi,Garlic,156,179 - 198,187 - 257,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-10,delhi,Ginger,103,118 - 131,124 - 170,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-10,delhi,Onion Green,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-10,delhi,Green Peas,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-10,delhi,Ivy Gourd,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-10,delhi,Lemon (Lime),64,74 - 81,77 - 106,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-10,delhi,Mango Raw,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-10,delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-10,delhi,Mushroom,77,89 - 98,92 - 127,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-10,delhi,Mustard Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-10,delhi,Ladies Finger,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-10,delhi,Pumpkin,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-10,delhi,Radish,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-10,delhi,Ridge Gourd,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-10,delhi,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-10,delhi,Snake Gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-10,delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-10,delhi,Spinach,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-10,delhi,Sweet Potato,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-11,delhi,Onion Big,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-11,delhi,Onion Small,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-11,delhi,Tomato,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-11,delhi,Green Chilli,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-11,delhi,Beetroot,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-11,delhi,Potato,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-11,delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-11,delhi,Amaranth Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-11,delhi,Amla,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-11,delhi,Ash gourd,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-11,delhi,Baby Corn,63,72 - 80,76 - 104,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-11,delhi,Banana Flower,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-11,delhi,Capsicum,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-11,delhi,Bitter Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-11,delhi,Bottle Gourd,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-11,delhi,Butter Beans,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-11,delhi,Broad Beans,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-11,delhi,Cabbage,19,22 - 24,23 - 31,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-11,delhi,Carrot,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-11,delhi,Cauliflower,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-11,delhi,Cluster beans,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-11,delhi,Coconut,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-11,delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-11,delhi,Colocasia,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-11,delhi,Coriander Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-11,delhi,Corn,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-11,delhi,Cucumber,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-11,delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-11,delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-11,delhi,Drumsticks,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-11,delhi,Brinjal,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-11,delhi,Brinjal (Big),23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-11,delhi,Elephant Yam,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-11,delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-11,delhi,French Beans,47,54 - 60,56 - 78,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-11,delhi,Garlic,156,179 - 198,187 - 257,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-11,delhi,Ginger,103,118 - 131,124 - 170,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-11,delhi,Onion Green,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-11,delhi,Green Peas,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-11,delhi,Ivy Gourd,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-11,delhi,Lemon (Lime),64,74 - 81,77 - 106,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-11,delhi,Mango Raw,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-11,delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-11,delhi,Mushroom,77,89 - 98,92 - 127,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-11,delhi,Mustard Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-11,delhi,Ladies Finger,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-11,delhi,Pumpkin,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-11,delhi,Radish,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-11,delhi,Ridge Gourd,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-11,delhi,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-11,delhi,Snake Gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-11,delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-11,delhi,Spinach,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-11,delhi,Sweet Potato,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-12,delhi,Onion Big,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-12,delhi,Onion Small,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-12,delhi,Tomato,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-12,delhi,Green Chilli,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-12,delhi,Beetroot,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-12,delhi,Potato,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-12,delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
